P_x,P_y,O_z,O_w
0.207795253627,0.00222294610988,0.0112053133421,0.999937218506
0.411551401813,0.00900930805475,0.0220506818893,0.999756854154
0.612858505347,0.0200227123867,0.0325967360914,0.999468585197
0.818802340519,0.0356066660662,0.0422130414301,0.999108632298
1.02764266441,0.0541906678231,0.0456959696226,0.998955393579
1.2299386531,0.0731426469749,0.0476817823068,0.998862576952
1.4355569173,0.0699607964233,0.0304006809007,0.999537792482
1.65242085144,0.0835761179335,0.0322895094751,0.999478557838
1.85333350108,0.0969249844022,0.0340617539436,0.999419730103
2.06863654223,0.112074623182,0.0361722378645,0.999345570465
2.26924912133,0.115482609979,0.0344927408307,0.999404948372
2.47377476806,0.0931048691804,0.0251672659857,0.999683254197
2.69032823973,0.104496955711,0.0274389163939,0.999623482051
2.90618525447,0.116865101298,0.0297885141542,0.999556223744
3.11865933693,0.130174398058,0.0330233482336,0.999454580495
3.33155195108,0.145087723433,0.0368599943334,0.999320439508
3.5490483702,0.142244103588,0.0208283389619,0.999783066618
3.75687682135,0.15208123497,0.0270666210049,0.999633631901
3.96473485347,0.165247679874,0.036530527889,0.999332537513
4.17075858815,0.182317083558,0.0457388245031,0.998953432315
4.38242981377,0.140955671421,0.0429229090475,0.999078387254
4.58940297273,0.160425577818,0.0508356817498,0.998707030846
4.79608392778,0.183176966831,0.0587468816609,0.998272910529
5.00205209652,0.209128788887,0.0665797121435,0.997781109227
5.20180298036,0.255806407391,0.0345948508444,0.999401418998
5.39184849523,0.252675979287,-0.145639931677,0.989337662429
5.38563294158,0.255807471041,-0.322401991564,0.94660285011
5.61211831292,0.228727731916,-0.45738781102,0.889267333444
5.65068657072,0.227712017142,-0.607090451224,0.794632735314
5.65026941113,0.232736775508,-0.741679943558,0.670753949913
5.536043957,0.238218766377,-0.847363606685,0.531013105361
5.46524975986,0.153628843898,-0.929102498665,0.369822318114
5.30044980025,0.0260311272408,-0.955564351713,0.294782580448
5.05478299237,-0.113737517745,-0.968485626796,0.249069449532
4.86880309209,-0.200923365882,-0.977206484539,0.212291042144
4.67302311431,-0.281512881423,-0.983809455635,0.179217619122
4.47990456457,-0.349020118278,-0.987797838606,0.155741548873
4.2833720548,-0.409506976759,-0.989647004222,0.143522844991
4.55039006567,-0.380290730001,-0.993425737815,0.11447839729
4.34996510997,-0.425028358384,-0.994504735436,0.104691600405
4.14482062816,-0.466555998281,-0.995505266804,0.0947061970802
3.93919341799,-0.503953641835,-0.996384887863,0.0849538418105
3.73834528965,-0.536463491901,-0.997158526509,0.0753317529983
3.53226061036,-0.569147970843,-0.999499497383,0.0316347077023
3.3300548398,-0.580817362285,-0.999615089137,0.027742991354
3.13043567699,-0.593412381482,-0.999353741221,0.0359457912477
2.93034272148,-0.609674161989,-0.998981391757,0.0451240393069
2.7251361002,-0.630204480935,-0.998511106355,0.0545487899573
2.50763378316,-0.650339692155,-0.999344386269,0.036204939351
2.29971737621,-0.663654513601,-0.999180608642,0.0404735878665
2.08431373574,-0.683281505805,-0.998731109964,0.0503604010178
1.882210228,-0.705620171436,-0.998215713674,0.0597108781892
1.68351885012,-0.731771474239,-0.997326829276,0.0730697995468
1.47802842688,-0.760590748362,-0.992195934326,0.124688523555
1.3962778447,-0.748405797567,-0.955326843502,0.295551386538
1.40445136037,-0.740402027937,-0.889350772059,0.457225550728
1.50014867811,-0.703786522683,-0.795702508968,0.605687639978
1.50128443929,-0.695443589306,-0.672618761526,0.739989190221
1.50718722718,-0.712428020021,-0.532501256071,0.846429212801
1.51950999616,-0.803883358513,-0.370222028798,0.928943297189
1.68947296266,-0.917252503874,-0.216216156181,0.976345519684
1.8925565436,-0.987929731043,-0.126018564813,0.992027883339
2.08372202696,-1.06598422226,-0.0715282803244,0.9974385721
2.28903565324,-1.09164723444,-0.0527977132205,0.998605228045
2.49964705013,-1.10933879625,-0.0309769983196,0.999520097634
2.71351159197,-1.11786505675,-0.00886440177074,0.999960710419
2.92459966663,-1.11733344321,0.00969587954812,0.999952993855
3.1296081637,-1.1529940405,0.0090967443631,0.999958623765
3.33983932647,-1.1488718386,0.0104892415878,0.999944986392
3.55210028949,-1.14410935488,0.0120005992785,0.999927990216
3.7677056374,-1.13857566597,0.0137051842616,0.999906079552
3.98004854647,-1.13236100597,0.0155525021061,0.999879052525
4.19182695164,-1.17784148175,0.00380416787183,0.999992764127
4.40129691856,-1.175588043,0.00762271703213,0.99997094667
4.61035903114,-1.17012429942,0.0205331974931,0.999789171676
4.81757737767,-1.15769128802,0.0393980636853,0.999223594886
5.02603083518,-1.13731781035,0.0577259808075,0.998332465234
5.22965137551,-1.09757443129,0.0518348300243,0.998655671589
5.43967396852,-1.07187539769,0.0696867939496,0.9975689203
5.64639462466,-1.03992580227,0.0812666438319,0.996692396179
5.85420097224,-1.00632864469,0.0765454834897,0.997066090566
6.05434934464,-0.981212813566,0.0357747876997,0.999359877404
6.15927953499,-1.00839436824,-0.148101011218,0.988972239487
6.15379255388,-1.00536006968,-0.323833883571,0.946113955003
6.34432957501,-0.974484134995,-0.489314460994,0.872107423579
6.34232075161,-0.969271122237,-0.637832765572,0.770174891283
6.34225516702,-0.963838553892,-0.762419111952,0.647083532266
6.35757602614,-1.02522050765,-0.865207984659,0.5014131463
6.29926495835,-1.08535347289,-0.941724298338,0.33638571004
6.12328163384,-1.19412651584,-0.972597598504,0.232494970664
5.9407077491,-1.27918308456,-0.978436331714,0.206548649918
5.73173831231,-1.29980204263,-0.983587109612,0.180433915338
5.53794377755,-1.37068568822,-0.985728960801,0.168340178919
5.34221595165,-1.43678939612,-0.987772541857,0.155901910034
5.14817519848,-1.49695466108,-0.989632015921,0.143626157308
4.95106440508,-1.5527245283,-0.991352530448,0.131225608681
4.74988795519,-1.59803151317,-0.997045559894,0.0768124436292
4.54305450744,-1.62739010812,-0.997947659156,0.0640349091159
4.34028641694,-1.65090580606,-0.998680398285,0.0513562272803
4.13595856402,-1.66936749623,-0.999231962193,0.039185274424
3.93400162519,-1.67196586041,-0.999906427533,0.0136797725785
3.72920430099,-1.67877461359,-0.999795189805,0.0202380444516
3.52708418336,-1.68865666392,-0.999590657731,0.0286097356967
3.32333561233,-1.70205755527,-0.999313228162,0.0370549864379
3.11865765077,-1.71900787055,-0.998962206916,0.0455467798293
2.8600822541,-1.72352615354,-0.999005486041,0.0445874294012
2.65266909903,-1.71343370724,-0.99925735637,0.038532268812
2.44065672285,-1.73166203468,-0.998887289003,0.0471612538943
2.22990475806,-1.75337146157,-0.998466929054,0.0553515273918
2.02162461135,-1.77822216351,-0.997992628054,0.0633302009358
1.81391687806,-1.80635821101,-0.997465316885,0.0711543506119
1.60565402673,-1.83788205314,-0.996880274158,0.0789285689386
1.40356447292,-1.82403442493,-0.987527650041,0.157445674455
1.34029594002,-1.8575338858,-0.944044203678,0.329818952613
1.23959496321,-1.90325456458,-0.867410457987,0.497593305195
1.24377903998,-1.89192688569,-0.767316246662,0.641268880898
1.24477509451,-1.88714283923,-0.636833595314,0.771001278779
1.22612373357,-1.89452651503,-0.49271316193,0.870191783494
1.36803764102,-2.04989660935,-0.337994619757,0.941148042029
1.54063053057,-2.16588192555,-0.246863787935,0.969050189725
1.73630024785,-2.27794607915,-0.157659730128,0.987493498458
1.91013746205,-2.38439368315,-0.0705265894716,0.997509899789
2.11563452907,-2.39975242915,-0.010592893248,0.999943893732
2.32253584381,-2.39733346978,0.0183126740572,0.999832308924
2.52498736161,-2.3871766103,0.0303362801632,0.999539749138
2.72110061982,-2.43838098675,0.0232278546762,0.999730196987
2.92436178459,-2.43953045898,0.0299536454569,0.999551288891
3.12996064372,-2.42612856585,0.0341762008251,0.999415823017
3.33661865749,-2.41149921914,0.0365375442603,0.999332281005
3.54124467376,-2.39601116888,0.0389899369652,0.999239603306
3.73813281708,-2.35098797641,0.0234139215788,0.999725856561
3.93981901135,-2.3410474915,0.0258281031816,0.999666398898
4.14179015178,-2.33010302398,0.0283555463469,0.999597900654
4.36028828054,-2.31688374447,0.0332384356436,0.999447450543
4.57745906702,-2.29960747987,0.0466849542944,0.998909663104
4.78040375079,-2.31608213369,0.043399770508,0.999057786076
4.98224735987,-2.29604636217,0.0546624375167,0.998504891287
5.20048351376,-2.27066044339,0.0603685789182,0.998176154133
5.40203656253,-2.24537837392,0.0643147155914,0.997929665537
5.60766272564,-2.21796121196,0.0681411783272,0.997675688697
5.81232366717,-2.20682686402,0.0632771397168,0.997995993774
6.01551785927,-2.22784955132,0.0406819669856,0.99917214611
6.22201570053,-2.21025649159,0.0442843776534,0.999018965734
6.42185234421,-2.19180147963,0.0477722303928,0.998858255211
6.62783351119,-2.17131876862,0.0512452962203,0.998686096637
6.83617286046,-2.19862284956,0.0376858600919,0.999289635666
